wingtorres,delete picture7.png,picture7.png,""
sangchi,update _rename_scripted_effects.txt,_rename_scripted_effects.txt,""
wessilfie,rebuild pages,pages,""
NewsTools,created text for,text for url,for url [naijanewsagency.com/burna-boy-rema-make-obamas-favorite-music-of-2019-list/]
Lyndon Shi,update readme,readme,""
Brian Lai,create changelog.md,changelog.md,""
duncan ralph,add 4km and,4km and 12km,and 12km snow
Your Name,update,"",""
jobhimain,git cloneshare commit,cloneshare commit,commit
Claire Walzer,fixxed preinstall script,preinstall script,script
Rubber-Duckie,added xdn,xdn,""
Ernesto Crespo,cname,"",""
Brian Larsen,correct order of,order of dependencies,of dependencies for
anmaree.osmond@gmail.com,added color game,color game,game
RhXKGxbwQHmTREDU,56642329,"",""
Melanie McGlynn,automatically backed up,backed up by,up by learn
JWulf7,am able to,able to populate,to populate employee
anggi1234,add files via,files via upload,via upload
David Salazar,ml week 1,week 1,1
Prahar Patel,updated readme with,readme with sample,with sample terminal
kunfayakun,git cloneshare commit,cloneshare commit,commit
NewsTools,created text for,text for url,for url [naijanewsagency.com/lampard-chelsea-must-get-recruitment-right-to-compete-with-liverpool/]
dependabot[bot],bump handlebars from,handlebars from 4.1.2,from 4.1.2 to
Cassandra Bailey,style changes,changes,""
canihavesomecoffee,correct indentation (again),indentation (again),(again)
Miles P Livermont,update readme.md,readme.md,""
Koushik Dutta,http server sent,server sent callback,sent callback
Mark Entingh,updated rainbow logo,rainbow logo,logo
EtivenKodi,git cloneshare commit,cloneshare commit,commit
NewsTools,created text for,text for url,for url [newsverge.com/2019/12/31/alleged-n6-3bn-fraud-jang-has-case-to-answer-judge/]
Rick Neff,rename files for,files for w20,for w20 semester.
mpl,closenotifier: return pointer,return pointer instead,pointer instead of
orange451,fixed npe in,npe in physicsobjectinternal,in physicsobjectinternal
Your Name,update,"",""
NewsTools,created text for,text for url,for url [naijanewsagency.com/arsenal-boss-arteta-admits-he-is-trying-to-build-team-around-ozil/]
p進大好きbot,update 0000-00-00-waheyhey-no-nichijou.md,0000-00-00-waheyhey-no-nichijou.md,""
Saeid Amiri,able to find,"to find obj,","find obj, but"
Дмитрий,база загруз,загруз,""
“ahtwq”,capture ip,ip,""
Marc Davies,add bootstrap spacing,bootstrap spacing,spacing
Aishwarya Pawar,delete storeelemarray_node.m,storeelemarray_node.m,""
geos4s,add sgroup07/metar_eddt.csv,sgroup07/metar_eddt.csv,""
llopez0814,git cloneshare commit,cloneshare commit,commit
NewsTools,created text for,text for url,for url [newsverge.com/2019/12/31/fct-police-arrest-985-suspects-in-2019/]
RajvirSingh12,update burlington county.json,burlington county.json,county.json
Arthur Lisek-Koper,add buttons to,buttons to send,to send random
awy2020,update index.md,index.md,""
cloudhong-lic,add common package,common package,package
Andres,added travis and,travis and added,and added encrypted
jimbob666,add simple regression,simple regression analysis,regression analysis
Bret Comnes,update readme.md,readme.md,""
Luiz Gustavo,ajustar consultas jpql,consultas jpql paginadas,jpql paginadas e
Jeff Rafter,terraform wip,wip,""
supertester00,git cloneshare commit,cloneshare commit,commit
Kirill Shcherbina,automatically backed up,backed up by,up by learn
neithanmo,fixing plugins name,plugins name,name
SDGGiesbrecht,generated documentation for,documentation for 129de93de6e91f1330db3c98f28bcf620f99c0fa.,for 129de93de6e91f1330db3c98f28bcf620f99c0fa.
NewsTools,created text for,text for url,for url [www.nan.ng/news/new-year-we-remain-committed-to-stronger-delta-okowa/]
Renovate Bot,update dependency aws-sdk,dependency aws-sdk to,aws-sdk to v2.596.0
gioryanreyes,added mobile padding,mobile padding for,padding for better
Duy,remove lxml,lxml,""
GoSeungUks,bossdb,"",""
nulano,cleanup,"",""
Aishwarya Pawar,delete storeelemarray.m,storeelemarray.m,""
Kirill Shcherbina,automatically backed up,backed up by,up by learn
SousanCCloud,git cloneshare commit,cloneshare commit,commit
aqi-moscun,update file at:,file at: 2020-01-01,at: 2020-01-01 00:50:46
play.js,upload code from,code from phone,from phone
Joe Garcia,fix #83 split,#83 split domain,split domain &
GAierken,added museum id,museum id user,id user id
Peter Bergström,"2016-24, both, python","both, python",python
Omar Dario,ahora si subo,si subo las,subo las imagenes
Firas Khalil Khana,update license,license,""
garudamalang@gmail.com,optimizing query,query,""
deidra,update: still working,still working on,working on getting
Vemahk,menu reworkmenus are,reworkmenus are now,are now handled
tonysrus,bossdb,"",""
kendell,update test_ffsend.py,test_ffsend.py,""
Bill White,simple undo redo,undo redo,redo
patniko,5734 to 5735,to 5735,5735
kodiccloud100,git cloneshare commit,cloneshare commit,commit
Linus Waddell,update master.css,master.css,""
hangilc,removed unite.vim,unite.vim,""
GitClock,update time,time,""
Joe Duffy,add a 2019,a 2019 year,2019 year in
Steven Andrew Wallace,changed version number,version number,number
OPSTestProduction,delete file e2e_docsbranch_prod_dynamic/index.yml,file e2e_docsbranch_prod_dynamic/index.yml at,e2e_docsbranch_prod_dynamic/index.yml at 2020-01-01
Tim Harper,update integration test,integration test to,test to use
hrsh38,initial commit,commit,""
Hector Ricardo Mendez Sordia,adding more fields,more fields to,fields to package.json
geos4s,add sgroup07/metar_edds.csv,sgroup07/metar_edds.csv,""
Calvin Weng,update community section,community section and,section and other
abalabahaha,create tostring() functions,tostring() functions for,functions for remaining
Aishwarya Pawar,delete basisfun.m,basisfun.m,""
tacotaco2,git cloneshare commit,cloneshare commit,commit
Stephen McIntosh,added marshmallow pudding,marshmallow pudding,pudding
Sahar Hagbi,"added user controller,","user controller, dao","controller, dao and"
Markus Schirp,add unparser::ast::localvariablescope mutant,unparser::ast::localvariablescope mutant exclusion,mutant exclusion
sangchi,"revert \"update _rename_scripted_effects.txt\"this","\"update _rename_scripted_effects.txt\"this reverts","_rename_scripted_effects.txt\"this reverts commit"
Daniel Standish,update / add,/ add docs,add docs
Shanmuganathan,updated,"",""
Rohit Garudadri,fixed login button,login button flashing,button flashing (#780)
Arthur Lisek-Koper,add buttons to,buttons to send,to send random
NewsTools,created text for,text for url,for url [naijanewsagency.com/man-united-fear-scott-mctominay-could-face-8-weeks-on-sidelines-mail/]
Alexandre Gigliotti,enable page refresh.,page refresh.,refresh.
ericpena,fix preface,preface,""
jyang81,update readme.md,readme.md,""
zaidaldossary30,create greetings.yml,greetings.yml,""
adon0420023,git cloneshare commit,cloneshare commit,commit
"Nathan Alden, Sr",fixed contextflag bug,contextflag bug in,bug in disposeupdated
NewsTools,created text for,text for url,for url [newsverge.com/2019/12/31/uk-us-considered-nigeria-naval-blockade-over-saro-wiwa-execution/]
Benjamin Lehmann,config file for,file for api,for api key
kleberbaum,test 25,25,""
Micha Ober,add real suggestion,real suggestion to,suggestion to option_map_unwrap_or
hehaowen00,run slider_fill only,slider_fill only on,only on webkit
clairedavies,update info for,info for sti,for sti using
Bharathwaj Sankara,"controller, scheduler, kubelet","scheduler, kubelet and",kubelet and proxy
Na Hyung Choi,move blog post,blog post alert,post alert to
Jeremy David Giesbrecht,refreshed.,"",""
NewsTools,created text for,text for url,for url [www.nan.ng/headlines/nigerian-army-reconstructs-bama-barrack-establishes-aviation-base-station/]
Jarred Parr,make it stop,it stop yelling,stop yelling
Tyler Lane,improved environment variable,environment variable check,variable check
Jayson Harshbarger,auto-generated commit,commit,""
NewsTools,created text for,text for url,for url [naijanewsagency.com/video-zlatan-ibile-wows-the-crowd-at-marlian-fest/]
root,removed files managed,files managed by,managed by codegen
bluerob45,git cloneshare commit,cloneshare commit,commit
Peter Eisentraut,modernize python exception,python exception syntax,exception syntax in
NewsTools,created text for,text for url,for url [newsverge.com/2019/12/31/babangida-urges-northerners-to-unite-in-tackling-regions-challenges/]
CrazyJ36,toshiba: rename install-list-toshiba.txt,rename install-list-toshiba.txt for,install-list-toshiba.txt for uniform
Kailana Kahawaii,automatically backed up,backed up by,up by learn
awy2020,delete index.md,index.md,""
Mihai Codoban,log global properties,global properties in,properties in cache
haitdhn,generated code by,code by swaggerhub,by swaggerhub
NewsTools,created text for,text for url,for url [www.nan.ng/feature/the-imperative-of-establishing-national-commission-on-persons-with-disabilities/]
n8wb,add plain func,plain func,func
josephrmoore,jumpy: death stuff,death stuff,stuff
NewsTools,created text for,text for url,for url [naijanewsagency.com/police-parades-mpape-robbery-suspects/]
eodccloud,git cloneshare commit,cloneshare commit,commit
Aishwarya Pawar,delete der1basisfun.m,der1basisfun.m,""
NewsTools,created text for,text for url,for url [newsverge.com/2019/12/31/nigeria-bourse-gains-0-87-on-last-trading-day-of-2019/]
akkapakasaikiran,happy new year!,new year!,year!
zackees,adds sitemap,sitemap,""
Eileen Paris,update,"",""
Michael William Le Nguyen,update webpack,webpack,""
HermersonDev,fix response,response,""
DST-ftp-root,automated file upload,file upload,upload
sandychad,first commit,commit,""
Bob Carr,last update: 19:51,update: 19:51 on,19:51 on 31dec2019
Nicolas HULEUX,update readme.md,readme.md,""
samedelstein,added map,map,""
esta-rossa,update,"",""
NewsTools,created text for,text for url,for url [naijanewsagency.com/1-1bn-malabu-fraud-why-ex-agf-adoke-doesnt-deserve-bail-%e2%80%95-efcc/]
TigerMuskellunge,update strawberry_2019.html,strawberry_2019.html,""
NewsTools,created text for,text for url,for url [newsverge.com/2019/12/31/dpr-sanctions-14-fuel-lgp-providers-in-kaduna/]
Jian,0,"",""
Johndeer123,add files via,files via upload,via upload
Roberto Romero,add required option,required option in,option in mod_rewrite
Ri Xin Yang,automatically backed up,backed up by,up by learn
Nora_Wang,update and rename,and rename summary,rename summary of
Haibo Chen,miscallenous minor updates,minor updates since,updates since the
Tainoko,commit,"",""
ravgeetdhillon,gh-actions updated website,updated website data,website data
chuan12,update data.js,data.js,""
pu,delete temp,temp,""
cgCodeLife,create .note.mdchange-id: if9d0b45b3ae82a9498fca4a9b2feff5713a21e3d,.note.mdchange-id: if9d0b45b3ae82a9498fca4a9b2feff5713a21e3d,if9d0b45b3ae82a9498fca4a9b2feff5713a21e3d
Edward Silverton,updated readme,readme,""
Loren Cipriano,automatically backed up,backed up by,up by learn
pownkel,report test runs,test runs in,runs in health
Harshith0307,program to reverse,to reverse an,reverse an array
Tegon McCloud,cleanup of chess,of chess class,chess class and
Azure pipeline,test status update,status update for,update for dsbaseclient/master
naagin,published from watson,from watson studio.,watson studio.
Aishwarya Pawar,delete initial.m,initial.m,""
Vemahk,menu updateupdated to,updateupdated to match,to match with
chuan12,update data.json,data.json,""
Pavel Kostyuchenko,readme: pynndb,pynndb,""
t1una,[update]動かなかったので修正（sort.searchがうまく動いてないので、ぶん回してやることに）,"",""
gerbs66,update agendastyle.css,agendastyle.css,""
resthiana12,menambahkan nilai default,nilai default untuk,default untuk field
Bot,update,"",""
mattdeitke,fix brokenpipeerror caused,brokenpipeerror caused by,caused by ffmpeg
ka9cql,txlog: changed node-detection,changed node-detection threshold,node-detection threshold based
Scott Larson,update recovery.md,recovery.md,""
Kye Okabe,update readme.md,readme.md,""
Robert Best,update scrapage.html,scrapage.html,""
jdizz,update readme.md image,readme.md image size,image size
Kentaro Fukuchi,added 'resource template','resource template' column,template' column and
mbest32,add files via,files via upload,via upload
Cameron Samak,add local bin,local bin to,bin to path
Brent Simmons,write two posts:,two posts: one,posts: one for
NewsTools,created text for,text for url,for url [www.nan.ng/news/new-year-nigerians-shall-triumph-prays-tambuwal/]
psandra1997,update index.html,index.html,""
Ishan Narula,added section on,section on setting,on setting up
Hieperp,"","",""
donaldsouza,message_2020-01-01t00:51:14,"",""
Jake,my project python,project python filethis,python filethis program
Marco A Cayetano,automatically backed up,backed up by,up by learn
Sahrun,update surat kematian,surat kematian,kematian
E DeGroot,init commit,commit,""
Aishwarya Pawar,delete computenonzerosplines.m,computenonzerosplines.m,""
Logan Perry-Din,add files via,files via upload,via upload
Felix Gabler,more test,test,""
hvistro,update teevee.m3u,teevee.m3u,""
NewsTools,created text for,text for url,for url [www.nan.ng/news/journalists-for-migration-appoints-officials-set-for-news-website/]
ryanmbechtel,add localscroll src,localscroll src files,src files
John Leider,feat: add material,add material presets,material presets (#143)*
zack,/ ‘class_notes/2019/analysis/review/quals/solutions/fall 2017.md’,‘class_notes/2019/analysis/review/quals/solutions/fall 2017.md’,2017.md’
ahoerr2,added poster images,poster images to,images to profiles
wideyu,iss.sh 01010851,01010851,""
Obed-Ababio,..,"",""
NewsTools,created text for,text for url,for url [naijanewsagency.com/bruno-fernandes-admits-he-wanted-summer-spurs-move-fit-into-everything-i-wish-i-had/]
Maurício Witter,update readme.md,readme.md,""
SockPuppetry,travis ci build,ci build 187086,build 187086
zeit-github-tester[bot],update: index.html,index.html,""
software.contreras@gmail.com,changes on catalog,on catalog,catalog
Jashele T,delete jashele__tillman.pdf,jashele__tillman.pdf,""
milek7,modifications for sim,for sim,sim
sso66,update node.js snippets,node.js snippets,snippets
OPSTestProduction,e2e: pr success,pr success test01/01/2020,success test01/01/2020 12:49
Aishwarya Pawar,delete thb_refinement.m,thb_refinement.m,""
NewsTools,created text for,text for url,for url [newsverge.com/2019/12/31/relocation-of-market-umuahia-traders-appeal-to-ikpeazu-for-more-time/]
sapeled3,[add] create notification,create notification for,notification for post
mablebable,it /iing compiles,/iing compiles \:d/,compiles \:d/
NewsTools,created text for,text for url,for url [naijanewsagency.com/they-can-punish-you-arteta-warns-arsenal-over-manchester-uniteds-threat-on-the-break/]
Macbook,fixing a failed,a failed test,failed test
wideyu,iss.sh 01010851,01010851,""
Feng Tian,disque,"",""
Angel Fernando Quiroz Campos,lti: allow multiple,allow multiple lineitems,multiple lineitems for
duncan ralph,forecasts pushed on,pushed on tue,on tue dec
codefooo,.,"",""
bpremkumar,changed app.js in,app.js in client,in client
Andrew Abosh,fix open graph,open graph image,graph image
NewsTools,created text for,text for url,for url [newsverge.com/2019/12/31/mystery-fire-burns-part-of-popular-kara-market-on-new-years-eve/]
Ri Xin Yang,automatically backed up,backed up by,up by learn
sourceconnect-tests,e2e test 2020-01-01t00:50:48.101232,test 2020-01-01t00:50:48.101232,2020-01-01t00:50:48.101232
Gary Mann,cleartext password support,password support on,support on linux
NewsTools,created text for,text for url,for url [naijanewsagency.com/2019-person-of-the-year-a-friend-of-our-mind/]
charlotte,约瑟夫问题-单向循环链表,"",""
Aishwarya Pawar,delete computegaussphimat.m,computegaussphimat.m,""
rahultewariberkeley,added member rahul,member rahul,rahul
Ri Xin Yang,automatically backed up,backed up by,up by learn
CircleCI e2e rolling update,auto-commit performance result,performance result update,result update
Darren Embry,updates,"",""
Reini Urban,dynapi: remove unknown,remove unknown testsas,unknown testsas the
Loreina Chew,add status page,status page text,page text constants
S Joel Franklin,add files via,files via upload,via upload
NewsTools,created text for,text for url,for url [newsverge.com/2019/12/31/cibn-tasks-lagos-govt-on-road-repairs/]
5john,2020/01/01 00:51:26,00:51:26,""
I'm Whedon,deleting 10.21105.joss.01825.pdf,10.21105.joss.01825.pdf,""
Takuya Takeuchi,feat: yolov2,yolov2,""
Wolfgang Becker,add feedback messages,feedback messages,messages
deb,tasks 1.2 taskdetail/listsummary,1.2 taskdetail/listsummary,taskdetail/listsummary
hedgespin,update,update,""
hokage22,editing readmejust adding,readmejust adding in,adding in an
dependabot-preview[bot],bump webpack from,webpack from 4.41.4,from 4.41.4 to
wigforss,[maven-release-plugin] prepare release,prepare release java-8-base-0.182,release java-8-base-0.182
NewsTools,created text for,text for url,for url [www.nan.ng/news/kidnappers-kill-6-teenage-abductees-after-their-demands-were-denied/]
lonefintech,python update,update,""
Asnxthaony,fix 2d preview,2d preview in,preview in player
Aishwarya Pawar,delete setbsplinegrid3d.m,setbsplinegrid3d.m,""
zack,/ ‘class_notes/2019/analysis/review/quals/solutions/fall 2017.md’,‘class_notes/2019/analysis/review/quals/solutions/fall 2017.md’,2017.md’
NewsTools,created text for,text for url,for url [newsverge.com/2019/12/31/nigeria-diaspora-policy-underway-dabiri-erewa/]
zeptodoctor,build based on,based on 579e77f,on 579e77f
Poncho,checar rutas,rutas,""
Eric Harris-Braun,remove signature verification,signature verification,verification
domedagenj,delete dual_obj.png,dual_obj.png,""
veganinthestreets,merge pull request,pull request #1,request #1 from
Ken Kundert,run flake8 linter,flake8 linter and,linter and fix
Stepan Koltsov,mute warning,warning,""
NewsTools,created text for,text for url,for url [www.nan.ng/news/why-we-arrested-sen-shehu-sani-efcc-confirms/]
fernandohernandezpaz,cambiando eje de,eje de graficacion,de graficacion para
Matt Cavallo,update net_framework_check.psm1,net_framework_check.psm1,""
wessilfie,rebuild pages,pages,""
Jose24San,updated the way,the way history,way history tab
wigforss,[maven-release-plugin] prepare for,prepare for next,for next development
NewsTools,created text for,text for url,for url [newsverge.com/2019/12/31/troops-to-enjoy-improved-welfare-package-in-2020-buratai/]
Knut Ahlers,fix: totaltransportedweight seems,totaltransportedweight seems to,seems to be
Stefan Eiermann,update partitialajax.js,partitialajax.js,""
Jake,delete a,a,""
GreatGitWall,update,"",""
sapeled3,[add] notification remove,notification remove after,remove after unlike
I'm Whedon,creating 10.21105.joss.01825.pdf,10.21105.joss.01825.pdf,""
Berend de Boer,fix typo,typo,""
Eugene Koontz,~je: wrap in,wrap in vector,in vector as
Aishwarya Pawar,delete setbsplinegrid_func.m,setbsplinegrid_func.m,""
Nick Mitchell,feat(plugins/plugin-kubeui): kubectl top,kubectl top supportfixes,top supportfixes #169
NewsTools,created text for,text for url,for url [www.nan.ng/news/new-year-omo-agege-tasks-nigerians-to-build-bridges/]
JasonZhou404,planning: pass st_bounds_decider's,pass st_bounds_decider's mappings,st_bounds_decider's mappings to
Ri Xin Yang,automatically backed up,backed up by,up by learn
ericmassara,update index.html,index.html,""
NewsTools,created text for,text for url,for url [naijanewsagency.com/i-will-certainly-stick-with-him-chelsea-boss-lampard-defends-hudson-odoi-from-criticism-on-social-media/]
Aaron Roller,master git checkout,git checkout is,checkout is required
michaelfdickey,text entry box,entry box working,box working now
DevTools Bot,update stats (via,stats (via travis,(via travis cron)
Tyler Thome,build-local,"",""
Birgerev,threaded world saving,world saving,saving
Anthony Holder,automatically backed up,backed up by,up by learn
Diogo Ribeiro,structural upgrades- make,upgrades- make it,make it easier
jerome-wilson-developer,added git-pages and,git-pages and netlify,and netlify web
zack,/ ‘class_notes/2019/analysis/review/quals/solutions/fall 2017.md’,‘class_notes/2019/analysis/review/quals/solutions/fall 2017.md’,2017.md’
GoSeungUk,bossdb,"",""
RhXKGxbwQHmTREDU,48622164,"",""
albertgoncalves,path only for,"only for linux,","for linux, for"
yuriy8625,error multiselect,multiselect,""
Sumaira Afzal,random forest,forest,""
Brokalys bot,monthly price per,price per sqm,per sqm data
GitHub Actions Bot,updated heatmap,heatmap,""
Alex,can rotate player,rotate player,player
Sean DuBois,allow certificate generation,certificate generation bits,generation bits to
Aishwarya Pawar,delete setbsplinegrid_func_withoutnode.m,setbsplinegrid_func_withoutnode.m,""
Daniel Menchaca Luna,fix typo,typo,""
Max Isom,collapse navbar sooner,navbar sooner,sooner
ww,add process mutil-cpu,process mutil-cpu bug,mutil-cpu bug
John Hollowell,update ha-vs-hassio.markdown,ha-vs-hassio.markdown,""
Travis,[autosave] testing for,testing for ultimate,for ultimate hosts
Southern Outpost,create 2019-12-31-so20.md,2019-12-31-so20.md,""
jekyllvn,update footer.html,footer.html,""
Cal Stephens,add inflation calculator,inflation calculator blog,calculator blog post
NewsTools,created text for,text for url,for url [naijanewsagency.com/watch-tiwa-savages-wild-performance-at-the-marlians-fest/]
rajashree,update crb and,crb and rb,and rb if
TheLimeGlass,api save,save,""
Nicolas Botello,refactor types,types,""
benleelewis,add notebook,notebook,""
dtr,update at 1577839901479,at 1577839901479,1577839901479
Sonya McCree,project updates 31,updates 31 decemberworking,31 decemberworking on
Ola Hallengren,update license,license,""
Aishwarya Pawar,delete storeactiveelem.m,storeactiveelem.m,""
SnackKing,added tradetester page,tradetester page,page
Shira Maximov,updated hammer_cli to,hammer_cli to 0.19.1,to 0.19.1
xixuecao,61 rotate list,rotate list,list
awy2020,create dd.md,dd.md,""
vAporInside,update readme.md,readme.md,""
NewsTools,created text for,text for url,for url [newsverge.com/2019/12/31/new-year-fct-minister-assures-residents-of-better-security-of-lives-properties/]
NewsTools,created text for,text for url,for url [naijanewsagency.com/naira-marley-floats-own-record-label-signs-zinoleesky-mohbad-cblack-fabian/]
BlackTecno,add files via,files via upload,via upload
Rich,update readme.md,readme.md,""
Jinhang's workout chart,create 2019 workout,2019 workout log,workout log
Minsu Han,set initial files,initial files,files
John Schumacher,image,"",""
encgoo,add files via,files via upload,via upload
keptn,added resources,resources,""
Abd Asis,add background on,background on register,on register form
Zachary Jacobs,automatically backed up,backed up by,up by learn
ZhongGuiyong,optimize the mobile,the mobile nav.,mobile nav.
The Tester,add report,report,""
GitClock,update time,time,""
NewsTools,created text for,text for url,for url [naijanewsagency.com/prosecutors-seek-year-in-jail-for-algerias-richest-man/]
Nathan Thimothe,ttc,"",""
NewsTools,created text for,text for url,for url [newsverge.com/2019/12/31/new-year-we-remain-committed-to-stronger-delta-okowa/]
Aishwarya Pawar,delete storebasisarray.m,storebasisarray.m,""
Snoopy Crime Cop,merge master -dorg,master -dorg -ssuccess-onlyrepository:,-dorg -ssuccess-onlyrepository: ome/omero-dropboxalready
daneshchacko,create metadata of,metadata of p165,of p165 tanjung
dtr,update at 1577839901623,at 1577839901623,1577839901623
tri angga utama,tambah filter item,filter item cetak,item cetak
n4Nax,update externalserver2.html,externalserver2.html,""
limin0801,upload by picgo,by picgo,picgo
DsTyM,availablepharmacy (class) entity,(class) entity created,entity created
Genevieve Warren,review on staging,on staging,staging
Deployment Bot (from Travis CI),deploy projectendings/staticsearchsite to,projectendings/staticsearchsite to github.com/projectendings/staticsearchsite.git:master,to github.com/projectendings/staticsearchsite.git:master
NewsTools,created text for,text for url,for url [naijanewsagency.com/guardiola-on-how-man-city-can-catch-liverpool-work-harder-play-better-and-pray/]
Paul Brady,make dist directory,dist directory pushable,directory pushable to
NewsTools,created text for,text for url,for url [newsverge.com/2019/12/31/sanwo-olu-signs-n1-17trn-2020-budget-into-law/]
Robin Giese,gardening: make package,make package command,package command names
Andre Masella,wip,"",""
aqi-moscun,update file at:,file at: 2020-01-01,at: 2020-01-01 00:51:54
Snoopy Crime Cop,merge master -dorg,master -dorg -ssuccess-only:,-dorg -ssuccess-only: pr
Abe Winter,closing p,p,""
Turnip1234,update9,"",""
Aishwarya Pawar,delete one,one,""
Truong Nguyen`,update data file,data file at:,file at: 2020-01-01t00:51:56.144z
froehlichA,add common home,common home,home
keptn,added resources,resources,""
jenkins-x-bot,publishing files for,files for path,for path jenkins-x/logs/cb-kubecd/bdd-spring-1577839158/pr-1/2.log
Amirali Sharifian,add introduction figures,introduction figures,figures
NewsTools,created text for,text for url,for url [newsverge.com/2019/12/31/court-returns-adokes-file-to-cj-over-alleged-1-2bn-malabu-oil-scam/]
German,cost transformation function,transformation function edited,function edited
OPSTestProduction,delete file xref-prod/xrefmap_testbranch_live.yml,file xref-prod/xrefmap_testbranch_live.yml at,xref-prod/xrefmap_testbranch_live.yml at 2020-01-01
Yaiyan,minor fix to,fix to height,to height of
alyssa_7,update readme.md,readme.md,""
Scott Redig,progress,"",""
Snoopy Crime Cop,merge master -dorg,master -dorg -ssuccess-only:,-dorg -ssuccess-only: pr
Renovate Bot,update dependency flow-bin,dependency flow-bin,flow-bin
OPSTestProduction,create a file,a file e2e_docsbranch_prod_dynamic/index.yml,file e2e_docsbranch_prod_dynamic/index.yml at
Marcos Minond,entry controller does,controller does not,does not depend
UdjinM6,wed jan,jan  1,1 00:48:24
Jaz Singh,update readme,readme,""
Travis,[autosave][dead-hosts::repository-structure],"",""
Aishwarya Pawar,delete computecoeffmat.m,computecoeffmat.m,""
sourceconnect-tests,e2e test 2020-01-01t00:51:42.645632,test 2020-01-01t00:51:42.645632,2020-01-01t00:51:42.645632
Harsh Patel,updates,"",""
Charles E. Thornton,created readme and,readme and license,and license files
BEugeneSmith,style updates,updates,""
Chmouel Boudjnah,doc update,update,""
David,update index.js,index.js,""
Jack Murphy,update index.html,index.html,""
Demarius Edwards,automatically backed up,backed up by,up by learn
Snoopy Crime Cop,merge master -dorg,master -dorg -ssuccess-only:,-dorg -ssuccess-only: pr
SockPuppetry,travis ci build,ci build 187071,build 187071
Linus Waddell,update master.css,master.css,""
Jenkins Toucan Toco,automatic update of,update of value.json,of value.json
BBiBoot,bossdb,"",""
Melanie McGlynn,automatically backed up,backed up by,up by learn
Austin Gil,adding project name,project name,name
Aishwarya Pawar,delete tmatrix.m,tmatrix.m,""
Brayden Marshall,went through entire,through entire vimrc,entire vimrc and
Logan Ralston,highlight link of,link of active,of active page
Demarius Edwards,automatically backed up,backed up by,up by learn
skullbe,0.10,"",""
npm gh-pages,updates,"",""
michael sandoval,solved the issue,the issue of,issue of rendering
wz5mz,update test.py,test.py,""
Travis,[autosave] testing for,testing for ultimate,for ultimate hosts
Weave Flux,auto-release 164382793440.dkr.ecr.us-west-2.amazonaws.com/eks-primer:3b279312,164382793440.dkr.ecr.us-west-2.amazonaws.com/eks-primer:3b279312,""
Stephan Risi,deleted old preprocessing,old preprocessing files,preprocessing files
canihavesomecoffee,correct fail,fail,""
Snoopy Crime Cop,merge master -dorg,master -dorg -ssuccess-only:,-dorg -ssuccess-only: pr
Jinhang's workout chart,rename 2019 workout,2019 workout log,workout log to
superj80820,2020-01-01-00-52-03,"",""
Peiling Ding,update for 2019-12-31,for 2019-12-31,2019-12-31
nprindle,add mapping in,mapping in nix,in nix files
getgads,tunning,"",""
Demarius Edwards,automatically backed up,backed up by,up by learn
Charles Provencher,dispatchfile: initial commit,initial commit with,commit with test
NewsTools,created text for,text for url,for url [naijanewsagency.com/arikana-chihombori-quao-a-profile-in-courage/]
qcu87z,imported vars/main.yml,vars/main.yml,""
Spencer Dent,+spritefunctions,"",""
Jonathan Boiser,fix a-function commands,a-function commands for,commands for js
Erik Alfvin,responsive header sizes,header sizes for,"sizes for mobile,"
Snoopy Crime Cop,update master submodulesrepository:,master submodulesrepository: ome/omero-python-superbuildalready,submodulesrepository: ome/omero-python-superbuildalready up-to-date.repository:
Egor Tensin,support the power,the power (^),power (^) operatorit
qbert,update default.html,default.html,""
vade,use -gt for,-gt for strip,for strip logic
simiyen,half of mac,of mac complated,mac complated
Aishwarya Pawar,delete refine3d_truncation.m,refine3d_truncation.m,""
SatusNovandi,update,"",""
jellyfish12jellyfish,some changes,changes,""
AsteroidTracker,asteroidtracker update news,update news,news
Joel Parker Henderson,reword demo tags,demo tags as,tags as per
Soup-de-Loop,last travis errormissed,travis errormissed a,errormissed a double
qronix,refactored login form,login form to,form to register
Demarius Edwards,automatically backed up,backed up by,up by learn
mokumus,happy new year,"new year commit,","year commit, also"
Brian Lai,create package.json,package.json,""
shadowgritz,added identifyphotofolder.py,identifyphotofolder.py,""
Renovate Bot,update dependency find-cache-dir,dependency find-cache-dir to,find-cache-dir to ^3.2.0
ripamf2991,update readme.md,readme.md,""
"Nicolas \"Pixel\" Noble",slightly moving a,moving a signal.,a signal.
donaldsouza,message_2020-01-01t00:52:14,"",""
Tiffani,add footer to,footer to art,to art page
Vish Potnis,added default flask,default flask env,flask env file
ripamf2991,2020-01-01,"",""
daniel-farkas-dev,create input,input,""
Burgess Chang,update copyright,copyright,""
ChordWiz@swc_20180076,add mysql,mysql,""
Hasan Unlu,main.c is added,is added,added
tao.lu,happy new year,new year 2020i,year 2020i did
Anurag Kumar,update server.js,server.js,""
mhandipranata,result image added,image added to,added to readme.md
Kevin Deng,updates,"",""
Aishwarya Pawar,delete knotinsert.m,knotinsert.m,""
Sanyam Kapoor,remove cli module,cli module,module
Fitor Bogi Irawan,membuat file test,file test baru,test baru .txt
ripamf2991,update nsc413.md,nsc413.md,""
ericmassara,update index.html,index.html,""
ripamf2991,2020-01-01,"",""
eGust,updated,"",""
